"","No.","Time","Source","Destination","Protocol","Length","Info","hostname","last_registration_req_at","platform","health","last_config_fetch_at","total_flows","cpu_load","current_sw_version","vrf_id","created_at","enable_pid_lookup"
"4247",14108,293.12389,"192.168.3.131","204.14.234.85","TCP",54,"57243  >  8443 [ACK] Seq=59300 Ack=129341 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4248",14111,293.124835,"192.168.3.131","204.14.234.85","TCP",54,"57243  >  8443 [ACK] Seq=59300 Ack=130864 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4249",14114,293.126133,"192.168.3.131","204.14.234.85","TCP",66,"57243  >  8443 [ACK] Seq=59300 Ack=132324 Win=65700 Len=0 SLE=133784 SRE=134616","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4250",14116,293.126723,"192.168.3.131","204.14.234.85","TCP",54,"57243  >  8443 [ACK] Seq=59300 Ack=134616 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4251",14118,293.136227,"192.168.3.131","204.14.234.85","TCP",1013,"57249  >  8443 [PSH, ACK] Seq=3124 Ack=123 Win=65576 Len=959","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4252",14120,293.143354,"192.168.3.131","204.14.234.85","TCP",54,"57246  >  443 [ACK] Seq=31442 Ack=42033 Win=65556 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4253",14121,293.146114,"192.168.3.131","204.14.234.85","TCP",1514,"57248  >  8443 [ACK] Seq=18081 Ack=40010 Win=65596 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4254",14122,293.146121,"192.168.3.131","204.14.234.85","TCP",1514,"57248  >  8443 [ACK] Seq=19541 Ack=40010 Win=65596 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4255",14123,293.146123,"192.168.3.131","204.14.234.85","TCP",963,"57248  >  8443 [PSH, ACK] Seq=21001 Ack=40010 Win=65596 Len=909","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4256",14131,293.226269,"192.168.3.131","204.14.234.85","TCP",1514,"57245  >  8443 [ACK] Seq=24786 Ack=67594 Win=64512 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4257",14132,293.226276,"192.168.3.131","204.14.234.85","TCP",1514,"57245  >  8443 [ACK] Seq=26246 Ack=67594 Win=64512 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4258",14133,293.22628,"192.168.3.131","204.14.234.85","TCP",608,"57245  >  8443 [PSH, ACK] Seq=27706 Ack=67594 Win=64512 Len=554","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4259",14134,293.229456,"192.168.3.131","204.14.234.85","TCP",54,"57248  >  443 [ACK] Seq=21910 Ack=51739 Win=64336 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4260",14144,293.232425,"192.168.3.131","204.14.234.85","TCP",66,"57248  >  8443 [ACK] Seq=21910 Ack=48770 Win=65700 Len=0 SLE=50230 SRE=50377","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4261",14145,293.232453,"192.168.3.131","204.14.234.85","TCP",54,"57248  >  8443 [ACK] Seq=21910 Ack=50377 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4262",14152,293.232582,"192.168.3.131","204.14.234.85","TCP",54,"57249  >  8443 [ACK] Seq=4083 Ack=8915 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4263",14159,293.273322,"192.168.3.131","204.14.234.85","TCP",54,"57244  >  8443 [ACK] Seq=48590 Ack=108400 Win=134320 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4264",14160,293.273403,"192.168.3.131","204.14.234.85","TCP",54,"57245  >  443 [ACK] Seq=28260 Ack=68644 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4265",14162,293.313343,"192.168.3.131","204.14.234.85","TCP",54,"57247  >  8443 [ACK] Seq=21907 Ack=33961 Win=64476 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4266",14163,293.343354,"192.168.3.131","204.14.234.85","TCP",54,"57246  >  8443 [ACK] Seq=31442 Ack=42033 Win=65556 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4267",14167,293.429456,"192.168.3.131","204.14.234.85","TCP",54,"57248  >  8443 [ACK] Seq=21910 Ack=51739 Win=64336 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4268",14169,293.473403,"192.168.3.131","204.14.234.85","TCP",54,"57245  >  8443 [ACK] Seq=28260 Ack=68644 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4269",14173,294.403059,"192.168.3.131","204.14.234.85","TCP",1514,"57244  >  443 [ACK] Seq=48590 Ack=108400 Win=134320 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4270",14174,294.403067,"192.168.3.131","204.14.234.85","TCP",1514,"57244  >  443 [ACK] Seq=50050 Ack=108400 Win=134320 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4271",14175,294.40307,"192.168.3.131","204.14.234.85","TLSv1",567,"Application Data","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4272",14178,294.603059,"192.168.3.131","204.14.234.85","TCP",1514,"57244  >  8443 [ACK] Seq=48590 Ack=108400 Win=134320 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4273",14179,294.603067,"192.168.3.131","204.14.234.85","TCP",1514,"57244  >  8443 [ACK] Seq=50050 Ack=108400 Win=134320 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4274",14180,294.60307,"192.168.3.131","204.14.234.85","TCP",567,"57244  >  8443 [PSH, ACK] Seq=51510 Ack=108400 Win=134320 Len=513","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4275",14182,294.6565,"192.168.3.131","204.14.234.85","TCP",54,"57244  >  443 [ACK] Seq=52023 Ack=109628 Win=133092 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4276",14185,294.8565,"192.168.3.131","204.14.234.85","TCP",54,"57244  >  8443 [ACK] Seq=52023 Ack=109628 Win=133092 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4277",14186,295.493479,"192.168.3.131","204.14.234.101","TCP",1514,"57231  >  443 [ACK] Seq=1 Ack=1 Win=16173 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4278",14187,295.493491,"192.168.3.131","204.14.234.101","TCP",1514,"57231  >  443 [ACK] Seq=1461 Ack=1 Win=16173 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4279",14188,295.493495,"192.168.3.131","204.14.234.101","TLSv1",262,"Application Data","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4280",14192,295.535004,"192.168.3.131","204.14.234.101","TCP",66,"57231  >  443 [ACK] Seq=3129 Ack=1461 Win=16425 Len=0 SLE=2921 SRE=2963","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4281",14194,295.535629,"192.168.3.131","204.14.234.101","TCP",54,"57231  >  443 [ACK] Seq=3129 Ack=2963 Win=16425 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4282",14196,295.566962,"192.168.3.131","192.168.3.1","DNS",78,"Standard query 0xb363 A www.salesforce.com","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4283",14198,295.658185,"192.168.3.131","192.168.3.1","DNS",89,"Standard query 0xaa26 A omtr2.partners.salesforce.com","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4284",14200,295.675599,"192.168.3.131","66.235.136.89","TCP",66,"57250  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4285",14201,295.693479,"192.168.3.131","204.14.234.101","TCP",1514,"57231  >  8443 [ACK] Seq=1 Ack=1 Win=16173 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4286",14202,295.693491,"192.168.3.131","204.14.234.101","TCP",1514,"57231  >  8443 [ACK] Seq=1461 Ack=1 Win=16173 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4287",14203,295.693495,"192.168.3.131","204.14.234.101","TCP",262,"57231  >  8443 [PSH, ACK] Seq=2921 Ack=1 Win=16173 Len=208","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4288",14205,295.706683,"192.168.3.131","66.235.136.89","TCP",54,"57250  >  443 [ACK] Seq=1 Ack=1 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4289",14206,295.706877,"192.168.3.131","66.235.136.89","TLSv1",268,"Client Hello","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4290",14210,295.735004,"192.168.3.131","204.14.234.101","TCP",66,"57231  >  8443 [ACK] Seq=3129 Ack=1461 Win=16425 Len=0 SLE=2921 SRE=2963","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4291",14212,295.735629,"192.168.3.131","204.14.234.101","TCP",54,"57231  >  8443 [ACK] Seq=3129 Ack=2963 Win=16425 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4292",14214,295.739928,"192.168.3.131","66.235.136.89","TLSv1",1514,"Change Cipher Spec, Encrypted Handshake Message","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4293",14215,295.739933,"192.168.3.131","66.235.136.89","TCP",1514,"57250  >  443 [ACK] Seq=1675 Ack=123 Win=65576 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4294",14217,295.74448,"192.168.3.131","204.14.234.101","TCP",54,"57231  >  443 [ACK] Seq=3129 Ack=3138 Win=16381 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4295",14218,295.766962,"192.168.3.131","192.168.3.1","DNS",78,"Standard query 0xb363 A www.salesforce.com","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4296",14220,295.771681,"192.168.3.131","66.235.136.89","TLSv1",1514,"Application Data [TCP segment of a reassembled PDU]","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4297",14221,295.771692,"192.168.3.131","66.235.136.89","TLSv1",672,"Application Data","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4298",14225,295.858185,"192.168.3.131","192.168.3.1","DNS",89,"Standard query 0xaa26 A omtr2.partners.salesforce.com","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4299",14227,295.875599,"192.168.3.131","66.235.136.89","TCP",66,"57250  >  8443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4300",14229,295.906683,"192.168.3.131","66.235.136.89","TCP",54,"57250  >  8443 [ACK] Seq=1 Ack=1 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4301",14230,295.906877,"192.168.3.131","66.235.136.89","TCP",268,"57250  >  8443 [PSH, ACK] Seq=1 Ack=1 Win=65700 Len=214","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4302",14232,295.939928,"192.168.3.131","66.235.136.89","TCP",1514,"57250  >  8443 [ACK] Seq=215 Ack=123 Win=65576 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4303",14233,295.939933,"192.168.3.131","66.235.136.89","TCP",1514,"57250  >  8443 [ACK] Seq=1675 Ack=123 Win=65576 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4304",14234,295.94448,"192.168.3.131","204.14.234.101","TCP",54,"57231  >  8443 [ACK] Seq=3129 Ack=3138 Win=16381 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4305",14236,295.971681,"192.168.3.131","66.235.136.89","TCP",1514,"57250  >  8443 [PSH, ACK] Seq=3135 Ack=123 Win=65576 Len=1460","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4306",14237,295.971692,"192.168.3.131","66.235.136.89","TCP",672,"57250  >  8443 [PSH, ACK] Seq=4595 Ack=123 Win=65576 Len=618","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4307",14238,296.00952,"192.168.3.131","66.235.136.89","TCP",54,"57250  >  443 [ACK] Seq=5213 Ack=721 Win=64980 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4308",14241,296.20952,"192.168.3.131","66.235.136.89","TCP",54,"57250  >  8443 [ACK] Seq=5213 Ack=721 Win=64980 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4309",14242,297.099944,"192.168.3.131","204.14.234.85","TCP",54,"57229  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16088 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4310",14245,297.137396,"192.168.3.131","204.14.234.85","TCP",54,"57229  >  80 [ACK] Seq=2 Ack=2 Win=16088 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4311",14246,297.299944,"192.168.3.131","204.14.234.85","TCP",54,"57229  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16088 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4312",14249,297.337396,"192.168.3.131","204.14.234.85","TCP",54,"57229  >  5480 [ACK] Seq=2 Ack=2 Win=16088 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4313",14258,298.303019,"192.168.3.131","255.255.255.255","DB-LSP-DISC",162,"Dropbox LAN sync Discovery Protocol","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4314",14259,298.305344,"192.168.3.131","192.168.3.255","DB-LSP-DISC",162,"Dropbox LAN sync Discovery Protocol","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4315",14260,298.503019,"192.168.3.131","255.255.255.255","DB-LSP-DISC",162,"Dropbox LAN sync Discovery Protocol","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4316",14261,298.505344,"192.168.3.131","192.168.3.255","DB-LSP-DISC",162,"Dropbox LAN sync Discovery Protocol","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"4317",5,0.242649,"72.14.213.102","192.168.3.131","TCP",66,"80  >  55950 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4318",9,0.264074,"72.14.213.102","192.168.3.131","TCP",60,"80  >  55950 [ACK] Seq=1 Ack=945 Win=7616 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4319",10,0.276671,"72.14.213.102","192.168.3.131","HTTP",541,"HTTP/1.1 200 OK  (text/javascript)","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4320",12,0.282368,"72.14.213.102","192.168.3.131","TCP",60,"80  >  55950 [FIN, ACK] Seq=488 Ack=946 Win=7616 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4321",400,19.756866,"72.14.213.102","192.168.3.131","TCP",66,"443  >  52201 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4322",403,19.757717,"72.14.213.102","192.168.3.131","TCP",66,"443  >  52202 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4323",404,19.757718,"72.14.213.102","192.168.3.131","TCP",66,"443  >  52203 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4324",409,19.759377,"72.14.213.102","192.168.3.131","TCP",66,"443  >  52204 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4325",412,19.760185,"72.14.213.102","192.168.3.131","TCP",66,"443  >  52205 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4326",413,19.760186,"72.14.213.102","192.168.3.131","TCP",66,"443  >  52206 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4327",418,19.777059,"72.14.213.102","192.168.3.131","TCP",60,"443  >  52201 [ACK] Seq=1 Ack=183 Win=6848 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4328",419,19.778564,"72.14.213.102","192.168.3.131","TCP",60,"443  >  52202 [ACK] Seq=1 Ack=183 Win=6848 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4329",420,19.779336,"72.14.213.102","192.168.3.131","TLSv1",1484,"Server Hello","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4330",421,19.780153,"72.14.213.102","192.168.3.131","TLSv1",667,"Certificate, Server Hello Done","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4331",422,19.780154,"72.14.213.102","192.168.3.131","TLSv1",1484,"Server Hello","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4332",423,19.780157,"72.14.213.102","192.168.3.131","TLSv1",667,"Certificate, Server Hello Done","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4333",424,19.780158,"72.14.213.102","192.168.3.131","TCP",60,"443  >  52203 [ACK] Seq=1 Ack=183 Win=6848 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4334",425,19.780159,"72.14.213.102","192.168.3.131","TCP",60,"443  >  52204 [ACK] Seq=1 Ack=183 Win=6848 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4335",428,19.781019,"72.14.213.102","192.168.3.131","TLSv1",1484,"Server Hello","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4336",429,19.781021,"72.14.213.102","192.168.3.131","TLSv1",667,"Certificate, Server Hello Done","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4337",431,19.781793,"72.14.213.102","192.168.3.131","TLSv1",1484,"Server Hello","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4338",432,19.782554,"72.14.213.102","192.168.3.131","TLSv1",667,"Certificate, Server Hello Done","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4339",433,19.782555,"72.14.213.102","192.168.3.131","TCP",60,"443  >  52206 [ACK] Seq=1 Ack=183 Win=6848 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4340",434,19.782556,"72.14.213.102","192.168.3.131","TCP",60,"443  >  52205 [ACK] Seq=1 Ack=183 Win=6848 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4341",436,19.783321,"72.14.213.102","192.168.3.131","TLSv1",1484,"Server Hello","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4342",437,19.783323,"72.14.213.102","192.168.3.131","TLSv1",667,"Certificate, Server Hello Done","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4343",438,19.783324,"72.14.213.102","192.168.3.131","TLSv1",1484,"Server Hello","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4344",440,19.784109,"72.14.213.102","192.168.3.131","TLSv1",667,"Certificate, Server Hello Done","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4345",457,19.803544,"72.14.213.102","192.168.3.131","TCP",60,"[TCP ACKed unseen segment] 443  >  52202 [ACK] Seq=2044 Ack=1739 Win=9664 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4346",458,19.804342,"72.14.213.102","192.168.3.131","TCP",60,"443  >  52201 [FIN, ACK] Seq=2044 Ack=184 Win=6848 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4347",459,19.804343,"72.14.213.102","192.168.3.131","TCP",66,"443  >  52207 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
"4348",463,19.805273,"72.14.213.102","192.168.3.131","TCP",60,"443  >  52203 [FIN, ACK] Seq=2044 Ack=184 Win=6848 Len=0","RCDNPN307",1479500021,"CentOS-6.5","active",1479749745,544584,0.29399075,"1.103.1.8-1",676767,1479238149,TRUE
