"","No.","Time","Source","Destination","Protocol","Length","Info","hostname","last_registration_req_at","platform","health","last_config_fetch_at","total_flows","cpu_load","current_sw_version","vrf_id","created_at","enable_pid_lookup"
"1",2,0.029841,"72.14.213.138","192.168.3.131","HTTP",440,"HTTP/1.1 200 OK  (text/javascript)","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"2",67,0.815889,"72.14.213.138","192.168.3.131","HTTP",523,"HTTP/1.1 200 OK  (text/javascript)","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"3",181,1.748064,"72.14.213.138","192.168.3.131","HTTP",533,"HTTP/1.1 200 OK  (text/javascript)","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"4",11476,233.33249,"72.14.213.138","192.168.3.131","TCP",66,"80  >  58769 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"5",11479,233.353712,"72.14.213.138","192.168.3.131","TCP",60,"[TCP ACKed unseen segment] 80  >  58769 [ACK] Seq=1 Ack=1431 Win=8640 Len=0","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"6",11480,233.3545,"72.14.213.138","192.168.3.131","TCP",60,"80  >  58769 [ACK] Seq=1 Ack=1529 Win=8640 Len=0","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"7",11481,233.354501,"72.14.213.138","192.168.3.131","TCP",60,"80  >  58769 [ACK] Seq=1 Ack=1633 Win=8640 Len=0","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"8",11487,233.399067,"72.14.213.138","192.168.3.131","HTTP",784,"HTTP/1.1 200 OK  (application/vnd.google.safebrowsing-update)","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"9",11491,233.420218,"72.14.213.138","192.168.3.131","TCP",66,"80  >  58770 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"10",11494,233.440686,"72.14.213.138","192.168.3.131","TCP",60,"80  >  58770 [ACK] Seq=1 Ack=1384 Win=8512 Len=0","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"11",11495,233.442099,"72.14.213.138","192.168.3.131","HTTP",990,"HTTP/1.1 200 OK  (application/vnd.google.safebrowsing-chunk)","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"12",11497,233.466717,"72.14.213.138","192.168.3.131","HTTP",348,"HTTP/1.1 200 OK  (application/vnd.google.safebrowsing-chunk)","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"13",11499,233.491161,"72.14.213.138","192.168.3.131","TCP",1484,"80  >  58770 [ACK] Seq=1231 Ack=4136 Win=14080 Len=1430 [TCP segment of a reassembled PDU]","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"14",11500,233.491985,"72.14.213.138","192.168.3.131","TCP",1484,"80  >  58770 [ACK] Seq=2661 Ack=4136 Win=14080 Len=1430 [TCP segment of a reassembled PDU]","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"15",11502,233.492826,"72.14.213.138","192.168.3.131","TCP",1484,"80  >  58770 [ACK] Seq=4091 Ack=4136 Win=14080 Len=1430 [TCP segment of a reassembled PDU]","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"16",11503,233.493701,"72.14.213.138","192.168.3.131","TCP",1484,"80  >  58770 [ACK] Seq=5521 Ack=4136 Win=14080 Len=1430 [TCP segment of a reassembled PDU]","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"17",11504,233.493704,"72.14.213.138","192.168.3.131","TCP",1484,"80  >  58770 [ACK] Seq=6951 Ack=4136 Win=14080 Len=1430 [TCP segment of a reassembled PDU]","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"18",11506,233.494556,"72.14.213.138","192.168.3.131","TCP",1484,"80  >  58770 [ACK] Seq=8381 Ack=4136 Win=14080 Len=1430 [TCP segment of a reassembled PDU]","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"19",11507,233.494558,"72.14.213.138","192.168.3.131","TCP",1484,"80  >  58770 [ACK] Seq=9811 Ack=4136 Win=14080 Len=1430 [TCP segment of a reassembled PDU]","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"20",11509,233.495408,"72.14.213.138","192.168.3.131","HTTP",1409,"HTTP/1.1 200 OK  (application/vnd.google.safebrowsing-chunk)","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"21",12303,241.752063,"72.14.213.138","192.168.3.131","TCP",60,"80  >  57011 [FIN, ACK] Seq=1335 Ack=2840 Win=1002 Len=0","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"22",12682,248.961998,"72.14.213.138","192.168.3.131","TCP",60,"80  >  57011 [ACK] Seq=1336 Ack=2841 Win=1002 Len=0","RCDNPN3758",1479500022,"CentOS-6.5","active",1479749128,540747,0.272278057,"1.103.1.8-1",676767,1479238149,TRUE
"23",1,0,"192.168.3.131","72.14.213.138","HTTP",997,"GET /complete/search?client=chrome&hl=en-US&q=cr HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"24",3,0.223883,"192.168.3.131","72.14.213.102","TCP",66,"55950  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"25",4,0.229423,"192.168.3.131","72.14.213.138","TCP",54,"57011  >  80 [ACK] Seq=944 Ack=387 Win=16192 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"26",6,0.242696,"192.168.3.131","72.14.213.102","TCP",54,"55950  >  80 [ACK] Seq=1 Ack=1 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"27",7,0.24305,"192.168.3.131","72.14.213.102","HTTP",998,"GET /complete/search?client=chrome&hl=en-US&q=msn HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"28",8,0.262981,"192.168.3.131","72.14.213.102","TCP",54,"55950  >  80 [FIN, ACK] Seq=945 Ack=1 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"29",11,0.276759,"192.168.3.131","72.14.213.102","TCP",54,"55950  >  80 [RST, ACK] Seq=946 Ack=488 Win=0 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"30",13,0.443719,"192.168.3.131","72.14.213.147","TCP",66,"52152  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"31",15,0.462403,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=1 Ack=1 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"32",16,0.463166,"192.168.3.131","72.14.213.147","TLSv1",231,"Client Hello","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"33",20,0.48415,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=178 Ack=1722 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"34",21,0.487784,"192.168.3.131","72.14.213.147","TLSv1",329,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message, Application Data","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"35",25,0.509701,"192.168.3.131","72.14.213.147","TCP",54,"[TCP Previous segment not captured] 52152  >  443 [ACK] Seq=2279 Ack=1993 Win=65508 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"36",26,0.61915,"192.168.3.131","65.55.206.209","TCP",66,"55953  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"37",30,0.651478,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2279 Ack=3855 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"38",33,0.653019,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2279 Ack=6316 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"39",36,0.679236,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2279 Ack=7792 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"40",39,0.680017,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2279 Ack=9852 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"41",43,0.684697,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2279 Ack=12856 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"42",46,0.697991,"192.168.3.131","65.55.206.209","TCP",54,"55953  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"43",47,0.698384,"192.168.3.131","65.55.206.209","HTTP",515,"GET / HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"44",48,0.709631,"192.168.3.131","72.14.213.147","TLSv1",303,"Application Data","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"45",52,0.727033,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2528 Ack=16644 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"46",55,0.728588,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2528 Ack=19504 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"47",60,0.729376,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2528 Ack=23778 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"48",63,0.733443,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=2528 Ack=25103 Win=64452 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"49",65,0.781122,"192.168.3.131","72.14.213.138","HTTP",999,"GET /complete/search?client=chrome&hl=en-US&q=crai HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"50",69,0.852832,"192.168.3.131","65.55.17.37","TCP",66,"55954  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"51",72,0.869364,"192.168.3.131","65.55.17.37","TCP",54,"55954  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"52",73,0.869606,"192.168.3.131","65.55.17.37","HTTP",653,"GET / HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"53",76,0.90431,"192.168.3.131","65.55.17.37","TCP",54,"55954  >  80 [ACK] Seq=600 Ack=2921 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"54",79,0.905088,"192.168.3.131","65.55.17.37","TCP",54,"55954  >  80 [ACK] Seq=600 Ack=5841 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"55",83,0.923251,"192.168.3.131","65.55.17.37","TCP",54,"55954  >  80 [ACK] Seq=600 Ack=10221 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"56",86,0.924772,"192.168.3.131","65.55.17.37","TCP",54,"55954  >  80 [ACK] Seq=600 Ack=13141 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"57",90,0.925542,"192.168.3.131","65.55.17.37","TCP",54,"55954  >  80 [ACK] Seq=600 Ack=17521 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"58",95,0.944334,"192.168.3.131","65.55.17.37","TCP",54,"55954  >  80 [ACK] Seq=600 Ack=23302 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"59",98,0.948757,"192.168.3.131","72.14.213.147","TCP",54,"[TCP Previous segment not captured] 52152  >  443 [ACK] Seq=6494 Ack=26529 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"60",99,0.977559,"192.168.3.131","207.46.148.38","TCP",66,"55955  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"61",100,0.982182,"192.168.3.131","65.55.206.209","TCP",54,"55953  >  80 [ACK] Seq=462 Ack=297 Win=63944 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"62",103,0.988806,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=6494 Ack=27379 Win=64928 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"63",105,0.989958,"192.168.3.131","207.46.148.38","TCP",54,"55955  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"64",106,0.990227,"192.168.3.131","207.46.148.38","HTTP",502,"GET /action/MMN_Homepage HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"65",108,1.005759,"192.168.3.131","207.46.148.38","TCP",54,"55955  >  80 [ACK] Seq=449 Ack=281 Win=63961 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"66",109,1.006179,"192.168.3.131","207.46.148.38","TCP",54,"55955  >  80 [FIN, ACK] Seq=449 Ack=281 Win=63961 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"67",110,1.010656,"192.168.3.131","66.235.139.121","TCP",66,"55956  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"68",111,1.015499,"192.168.3.131","72.14.213.138","TCP",54,"57011  >  80 [ACK] Seq=1889 Ack=856 Win=16445 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"69",112,1.027163,"192.168.3.131","72.14.213.147","TLSv1",120,"[TCP Previous segment not captured] , Application Data","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"70",114,1.033319,"192.168.3.131","65.55.5.232","TCP",66,"55957  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"71",115,1.033862,"192.168.3.131","65.55.239.163","TCP",66,"55958  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"72",117,1.043239,"192.168.3.131","66.235.139.121","TCP",54,"55956  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"73",118,1.043679,"192.168.3.131","66.235.139.121","HTTP",1107,"GET /b/ss/msnportalhomepagecaen/1/H.7-pdv-2/s84495919100008?[AQB]&ndh=1&t=25%2F0%2F2011%2010%3A52%3A23%202%20480&ns=msnportal&pageName=MSN%20CanadaMSFTW&g=http%3A%2F%2Fca.msn.com%2F&r=&s=1680x1050&c=32&k=Y&bw=1680&bh=949&hp=N&ch=&server=msn.com&c1=Portal&v1=1%2F2011&c2=en-ca&v2=1%2F25%2F2011&c3=12.0&c19=Dblu%2CW1%2CQ1%2C4.0&c22=True&c29=http%3A%2F%2Fca.msn.com%2F&c4=&cc=USD&ct=lan&v=Y&j=1.3&[AQE] HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"74",120,1.05126,"192.168.3.131","72.14.213.147","TLSv1",309,"Application Data","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"75",122,1.051411,"192.168.3.131","65.55.5.232","TCP",54,"55957  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"76",123,1.05175,"192.168.3.131","65.55.5.232","HTTP",701,"GET /ADSAdClient31.dll?GetSAd=&DPJS=0&PN=MSFT&PG=CAE9TX&AP=1389 HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"77",128,1.11295,"192.168.3.131","65.55.239.163","TCP",54,"55958  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"78",129,1.1133,"192.168.3.131","65.55.239.163","HTTP",632,"GET /c.gif?di=210&pi=11654&ps=10274&tp=http://ca.msn.com/ca.msn.com/default.aspxW&rf= HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"79",132,1.11473,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=8699 Ack=27534 Win=64772 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"80",133,1.118365,"192.168.3.131","65.55.5.231","TCP",66,"55959  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"81",135,1.135949,"192.168.3.131","65.55.5.231","TCP",54,"55959  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"82",136,1.136332,"192.168.3.131","65.55.5.231","HTTP",703,"GET /ADSAdClient31.dll?GetSAd=&DPJS=0&PN=MSFT&PG=CAE9UT&AP=1440 HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"83",140,1.161786,"192.168.3.131","72.14.213.147","TCP",54,"52152  >  443 [ACK] Seq=8699 Ack=28050 Win=65780 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"84",141,1.168112,"192.168.3.131","206.108.207.139","TCP",66,"55960  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"85",142,1.175006,"192.168.3.131","184.24.133.32","TCP",66,"55961  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"86",144,1.177878,"192.168.3.131","206.108.207.139","TCP",54,"55960  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"87",145,1.178219,"192.168.3.131","206.108.207.139","HTTP",565,"GET /r?c2=3000001&d.c=gif&d.o=msnportalhomepagecaen&d.x=184063711&d.t=page&d.u=http%3A%2F%2Fca.msn.com%2F HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"88",149,1.188961,"192.168.3.131","184.24.133.32","TCP",54,"55961  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"89",150,1.190667,"192.168.3.131","184.24.133.32","HTTP",758,"GET /scripts/beacon.dll?c1=2&c2=2128&c3=&c4=&c5=&c6=&c7=http%3A//ca.msn.com/&c8=MSN%20Canada%20-%20The%20home%20of%20world-class%20services%20such%20as%20Hotmail%2C%20Windows%20Live%20Messenger%2C%20and%20News%2C%20Sports%2C%20Financial%20and%20Entertainment&c9=&c10=1680x1050&rn=1295981543432 HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"90",154,1.270317,"192.168.3.131","65.55.5.232","TCP",66,"55962  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"91",155,1.277184,"192.168.3.131","65.55.5.232","TCP",54,"55957  >  80 [ACK] Seq=648 Ack=1013 Win=63228 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"92",156,1.278165,"192.168.3.131","66.235.139.121","TCP",54,"55956  >  80 [ACK] Seq=1054 Ack=681 Win=65020 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"93",158,1.288264,"192.168.3.131","65.55.5.232","TCP",54,"55962  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"94",159,1.288453,"192.168.3.131","65.55.5.232","HTTP",703,"GET /ADSAdClient31.dll?GetSAd=&DPJS=0&PN=MSFT&PG=CAEREC&AP=1089 HTTP/1.1 ","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"95",161,1.348198,"192.168.3.131","65.55.5.231","TCP",54,"55959  >  80 [ACK] Seq=650 Ack=1013 Win=63228 Len=0","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
"96",162,1.356724,"192.168.3.131","65.54.95.140","TCP",66,"55963  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","RCDNPN3188",1479500021,"CentOS-6.5","active",1479749745,566865,0.298971968,"1.103 .1.8-1",676767,1479238149,TRUE
